condition_id,anchor_id,author,work_id,condition,context,pinyin_input,gold,gold_rank,top10
da-v2-condition-9089fdea620056b52e9a7f41,da-v2-anchor-5ed07711abe4b2eed86e80be,Re_spectators,da-work-1312342920,initial_multi3,"留一种朦胧感，在适合留白的地方留白，效果反而好很多。CN-1353那是我一开始就是准备写谜语的（
至于“仪式感”这个确实，我很喜欢那种宗教感神秘感的仪式，那种揉合了象征、意象和具体的行动，仅仅通过一种特定的操作，就能强化某种意义与联系，从而达成了某种效果的神秘感。我非常喜欢SCP-2845“牡鹿”里面对仪式的描述：“（仪式）的运作是因为一个任意的标准被认真的执行了。相信满足这些任意的标准能达成一个确切的目标让仪式拥有力量。”仪式里所蕴含的这种行为与力量的联系让我很着迷。
所以后来的CN-1353基本就是我整个在“爽到”的产物（

+ 折叠内容可能涉及剧透，强烈建议在读完原文后阅读！

- 点我关闭

那么问一个关于这篇剧情的问题：
这篇想写的故事是一个类似于“燃烧的湖边小屋会让人想起自己没来得及做成的事情”类似这样的想法吗？

救命我本来不想说的但是你一说就说对了啊怎么办（
一开始的想法确实是类似的，毕竟我也说了，我脑海里的意象就是“注视着与自己深刻关联的过去之物被焚毁”。不过实际写起来的时候我也更多是在构建带感的意象而没有思考内在过多，毕竟塑造朦胧感最简单的方法就是连作者都不去想那个具体的逻辑是啥。或者说，",z w z l,在我这里,,长文章了|自我中立|长文章来|作文从来|长文章啦|长文章力|作为主流|长文字了|长文章里|作文章了
da-v2-condition-5e5660a58cc82f9c91d86c20,da-v2-anchor-5ee58a44e1bb5ee768e018b4,Re_spectators,da-work-1310969119,initial_multi3,"有价值的信息。

一条被发现于SCP-CN-2255内部的白鲟（Psephurus gladius）个体，体长约2.7m，拍摄于早上6时12分。约20分钟后，SCP-CN-2255异常效应消失，该个体立即转变为一团普通的废弃渔网。

在异常效应显现期间，SCP-CN-2255区域内的水质与水中生态环境均优于同河段的其它位置，且可以观测到数目远超区域外的各种栖息于长江中下游流域的水生动物，包括长江鲥鱼（Tenualosa reevesii）、白鲟（Psephurus gladius）、中华鲟（Acipenser sinensis）、白鱀豚（Lipotes vexillifer）和江豚（Neophocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间的活动模式接近其在白天而非夜晚的活动模式。
SCP-CN-2255中的白鱀豚群体尤其活跃2。一只在左侧腹鳍上有暗色胎记的幼年雌性白鱀豚个体在此区域内被重复观测到，被观测时通常正与其它个体一同嬉戏或觅食，偶尔会跃出水面。
当离开SCP-CN-2255范围或SCP-CN-2255的异常效应中止时，",z y c x y,在异常效应,,只有雌性与|只有雌性鱼|只有雌性幼|只有雌性有|这一次性与|只有雌雄异|只有雌雄鱼|只有雌性于|这一次性有|只有雌性以
da-v2-condition-6f838c895257702bdabfc75e,da-v2-anchor-5fa6d2385bb1c2dccf3b67a4,Re_spectators,da-work-1310969119,initial_multi3,"于数分钟至数十分钟后再次重新显现，在同一位置附近前后显现的时间跨度可达5~6小时。其出现周期与哺乳动物的REM1睡眠期出现规律基本相符。
热成像结果表明SCP-CN-2255的中心可能为一只水生生物。然而，当任何探测器靠近SCP-CN-2255圆心处时，其异常效应将立即消失。未在圆心处获取任何有价值的信息。

一条被发现于SCP-CN-2255内部的白鲟（Psephurus gladius）个体，体长约2.7m，拍摄于早上6时12分。约20分钟后，SCP-CN-2255异常效应消失，该个体立即转变为一团普通的废弃渔网。

在异常效应显现期间，SCP-CN-2255区域内的水质与水中生态环境均优于同河段的其它位置，且可以观测到数目远超区域外的各种栖息于长江中下游流域的水生动物，包括长江鲥鱼（Tenualosa reevesii）、白鲟（Psephurus gladius）、中华鲟（Acipenser sinensis）、白鱀豚（Lipotes vexillifer）和江豚（Neophocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间",d h d m s,的活动模式,,的河道觅食|的后代勐兽|的很多勐兽|的河道勐兽|的河道美食|的后代猫是|的后代猫似|的河道牧舍|的后代猫虽|的河道猫是
da-v2-condition-8c16e927fc6d6e4673b03baa,da-v2-anchor-6020d64ba81d50bd1b888374,Re_spectators,da-work-1312042098,full_multi3,"问，当前现实是第三次启动SCP-2000后诞生的世界，也就是“迭代3”（Itr应该是英文单词“迭代”Iteration的缩写） 。因此，地西泮仪式已经被执行了三次，有了三个章节。为了准备下一次可能的启动SCP-2000的情景，需要设计第四个仪式，这个仪式具体如何执行还没有被敲定。
这一章节的重点在最后一个提案“见证”，它的提出者是胡耿汉——也就是第三迭代中的仪式辅助执行人。这一提案中涉及到了这些内容：

使用纯白大理石拼接一块 100m x 60m x 5m 的石板。根据过往的人口普查数据，在其上用单字宽度不超过2cm的楷书字体刻上名字，真实的名字，存在过的名字，被呼唤过的名字，被爱过的名字，被恨过的名字，被遗忘的名字。写下他们的名字，写下他们家人的名字，写下他们爱人的名字，写下他们朋友的名字，写下他们仇敌的名字。所有的名字，真实的名字，直到石板上布满名字。

注意，与第二章节的“随机生成姓名”相对的，这里强调“真实的名字”强调了两次。换言之，他希望基金会不再用虚假而无意义的仪式对抗异常，而是直面现实，直接面对那些在之前迭代中死去的人们。

由执行人指挥，安排全体基金会人员站在石板面前默哀半小时，随后三鞠躬，",sui hou jiang shi ban,随后将石板,,随后僵尸般|随后僵尸板|随后僵尸半|随后僵尸班|随后僵尸斑|随后将使绊|随后将士半|随后讲事半|随后将士班|随后强势般
da-v2-condition-c140cb7670cde30b99e18d91,da-v2-anchor-6020d64ba81d50bd1b888374,Re_spectators,da-work-1312042098,initial_multi3,"问，当前现实是第三次启动SCP-2000后诞生的世界，也就是“迭代3”（Itr应该是英文单词“迭代”Iteration的缩写） 。因此，地西泮仪式已经被执行了三次，有了三个章节。为了准备下一次可能的启动SCP-2000的情景，需要设计第四个仪式，这个仪式具体如何执行还没有被敲定。
这一章节的重点在最后一个提案“见证”，它的提出者是胡耿汉——也就是第三迭代中的仪式辅助执行人。这一提案中涉及到了这些内容：

使用纯白大理石拼接一块 100m x 60m x 5m 的石板。根据过往的人口普查数据，在其上用单字宽度不超过2cm的楷书字体刻上名字，真实的名字，存在过的名字，被呼唤过的名字，被爱过的名字，被恨过的名字，被遗忘的名字。写下他们的名字，写下他们家人的名字，写下他们爱人的名字，写下他们朋友的名字，写下他们仇敌的名字。所有的名字，真实的名字，直到石板上布满名字。

注意，与第二章节的“随机生成姓名”相对的，这里强调“真实的名字”强调了两次。换言之，他希望基金会不再用虚假而无意义的仪式对抗异常，而是直面现实，直接面对那些在之前迭代中死去的人们。

由执行人指挥，安排全体基金会人员站在石板面前默哀半小时，随后三鞠躬，",s h j s b,随后将石板,,似乎就是吧|似乎就是被|似乎就是不|似乎即逝吧|似乎交涉吧|随后就是吧|似乎即使吧|随后就是被|随后即逝吧|似乎就是抱
da-v2-condition-dd6a1ca4fa0aa3cd9735a841,da-v2-anchor-61168cf54c755fc629bc4827,Re_spectators,da-work-1312042098,initial_multi3,"区分部地西泮委员会成员的记忆删除。各地区分部地西泮委员会需推举至少四名基金会成员加入委员会。被推举的成员将被告知SCP-████与地西泮协议的完整信息，随后独立完成并提交新仪式章节的提案。各地区分部地西泮委员会需根据仪式的要求审核提案，选取最为适合的提案将其纳入仪式中，并使提议者加入地西泮委员会，成为新仪式章节的执行人。

为确保仪式的有效性，新仪式章节的确立应尽量于5年内完成。确立后，全体地西泮委员会成员将接受记忆删除，随后基金会数据库将重设麦司卡林模块，恢复全体信息屏蔽。

这个仪式每执行一次，就要多加一道手续用来压制SCP-████。换言之，用SCP-2000重启世界的次数多一次，压制SCP-████的难度就大一些，而需要为此进行提前准备的麻烦程度就大一点。换言之——这个仪式，以及SCP-████这个异常本身，似乎在增大SCP-2000的使用难度。
SCP-████为什么要这么做？

各地区仪式的制定不存在统一标准，仅需遵循一固定的主题：[地西泮协议已编辑]

所有的仪式都围绕唯一固定的主题来执行，但这个主题本身却被麦司卡林模块干掉了。毫无疑问，这个主题本身也会触发SCP-████的异常效应。
我们不妨",z j y x z,总结一下这,,直接以下自|直接以下载|自己也许这|自己也许在|直接以下注|直接以下止|直接以下则|直接以下者|总结语序章|自己以下自
da-v2-condition-113d200dfa76101ca09e105d,da-v2-anchor-61841eb622311c025994a13f,Re_spectators,da-work-1310969119,initial_multi3,"康德成像仪记录下的一次SCP-CN-2255显现事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255",s y z c x,是一种出现,,是一种长效|试验中重新|是一种从小|试验中重现|是一种从新|试验中重型|试验中测序|试验中此项|试验在此项|试验中除夕
da-v2-condition-73c92f0825da72226a9abc46,da-v2-anchor-61928b95aef4a5f1e0abf169,Re_spectators,da-work-1312042098,initial_multi3,"，被呼唤过的名字，被爱过的名字，被恨过的名字，被遗忘的名字。写下他们的名字，写下他们家人的名字，写下他们爱人的名字，写下他们朋友的名字，写下他们仇敌的名字。所有的名字，真实的名字，直到石板上布满名字。

注意，与第二章节的“随机生成姓名”相对的，这里强调“真实的名字”强调了两次。换言之，他希望基金会不再用虚假而无意义的仪式对抗异常，而是直面现实，直接面对那些在之前迭代中死去的人们。

由执行人指挥，安排全体基金会人员站在石板面前默哀半小时，随后三鞠躬，随后将石板沉至马里亚纳海沟。宣布这是最后的仪式。关停SCP-2000。停止重建迭代。然后我们继续，在这片土地上继续活下去。

默哀半小时、关停SCP-2000、停止重建迭代。读到这里，一切已经真相大白了。这也正是SCP-████所希望的。

这才是应有的仪式。这才是正确的做法。我们一直在试图抗拒SCP-████，我们自身的傲慢将我们带至如此艰难的境地。我们已经习惯了对抗，我们总是想赢，却从不曾停下来思考我们输掉的一切。停下。这一切都应该停下。SCP-████并非邪恶，它们是提醒，是劝告，恳求我们回头是岸，不要再一次又一次地看着血流成河，然后假装这一切都从未发生。",t m d y q,它们的要求,,他们的勇气|他们的一切|他们都要去|他们的以前|他们的意气|他们的要求|他们得以前|他们都以前|他们的友情|他们的要去
da-v2-condition-5ac1421b60b2c39a123995a2,da-v2-anchor-61d163ab801fdbd1b5435771,Re_spectators,da-work-1310969119,initial_multi3,"体尤其活跃2。一只在左侧腹鳍上有暗色胎记的幼年雌性白鱀豚个体在此区域内被重复观测到，被观测时通常正与其它个体一同嬉戏或觅食，偶尔会跃出水面。
当离开SCP-CN-2255范围或SCP-CN-2255的异常效应中止时，在异常效应显现后出现于SCP-CN-2255内部的生物将直接消失，或变为水草、普通水生生物或水中垃圾等。同时，在SCP-CN-2255异常效应中止后，其范围内的水质将回归至与同一河段相同的水平。
更新于2004/9/19：SCP-CN-2255于2004年7月12日晚间于长江南京段最后一次被观测到。康德成像仪监测结果显示SCP-CN-2255的半径逐渐缩小，最终消失于此地的滩涂上。
次日，一只搁浅的成年雌性白鱀豚3尸体于SCP-CN-2255最后出现位置的圆心处被发现，其左侧腹鳍上有暗色胎记。被发现时尸体拥有较周围环境略低的休谟指数（99.12），但在被发现的数分钟后迅速回归正常水平。该白鱀豚尸体未在之后表现出任何其他异常效应；解剖结果显示其胃中含有大量水草和水中垃圾4。
此后，SCP-CN-2255现象不再出现。项目已被重分级为Neutralized。

脚注
1. 即快速动眼期，被认为广泛存在",y g l b r d w,于各类哺乳动物,,有龟类哺乳的胃|有龟类哺乳的外|有龟类哺乳动物|有龟类哺乳的无|有龟类哺乳的吻|有龟类哺乳的未|有龟类哺乳的窝|有龟类哺乳的物|有龟类哺乳的蛙|有龟类哺乳的为
da-v2-condition-17460e60c88fe8691b25316c,da-v2-anchor-625e42510507666880de7232,Re_spectators,da-work-1310969119,full_multi3,"康德成像仪记录下的一次SCP-CN-2255显现事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于于长江的安徽-江苏段，于1990年被初次发现。项目主要表现为一片在此范围内不规律移动的圆柱形空间异常，半径约为80~120m。",zai ci yi chang,在此异常,,再次异常|在此一场|再次一场|在此役场|在此役长|在此一长|再次以长|在此一常|再次一长|在此以长
da-v2-condition-ef01a54e9dde5a72ae817783,da-v2-anchor-625e42510507666880de7232,Re_spectators,da-work-1310969119,initial_multi3,"康德成像仪记录下的一次SCP-CN-2255显现事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255的本质目前仍不明确，基金会将持续监测长江下游各水域的生态情况，并密切关注各地对“于夜间观测到稀有物种”相关事件的报告。
关于SCP-CN-2255的调查仍在持续进行中。
描述（已归档）：SCP-CN-2255是一种出现于中国境内长江中下游流域的异常现象，主要出现于于长江的安徽-江苏段，于1990年被初次发现。项目主要表现为一片在此范围内不规律移动的圆柱形空间异常，半径约为80~120m。",z c y c,在此异常,,正常由此|侦测与此|再次与此|正处于此|正常与此|正处于超|最初由此|正处于长|正处于重|最初于此
da-v2-condition-63eb3d5be4927857c3cfd81a,da-v2-anchor-62860bfac2328324d20b6260,Re_spectators,da-work-1310969119,initial_multi3,"康德成像仪记录下的一次SCP-CN-2255显现事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正",s y d z y,使用搭载于,,使用的只有|使用的资源|使用的主要|使用的专用|使用电子仪|使用电子眼|使用的专业|使用低噪音|使用地震仪|适用的资源
da-v2-condition-c5ddaca25806be9f83df6c5a,da-v2-anchor-62ef0dd9ab1b5e7d610164f9,Re_spectators,da-work-1312042098,initial_short,"完。如果仅仅是安魂，基金会大抵没必要动用轨道炮来解决问题。更重要的是，用这一章节的主角张天望的一句话说，

这是对抗。

基金会在对抗那些死去的人们。但为什么它们需要对抗？为什么它们会阻止SCP-2000被开动、世界被重启？这里面有什么问题吗？
到这里，整场仪式只进行了三分之一。

— 第二章节：黄花 —
基金会我全能的主，我求你告诉我，我是不是一个好孩子？

相比第一章节，第二章节要短得多。让我们先从仪式部分看起。

章节执行人与不多于5名人员组成小组，操纵“掘墓者”在任意地表位置挖掘一约 1.2m × 0.6m × 0.5m 的坑洞，并用新鲜的匍枝毛茛花朵将其填满。

“掘墓者”将花费约5min的时间，随机推演[地西泮协议已编辑]，并生成一约一百字的类墓志铭文本。负责人员使用电烙笔将其记录在一 15cm × 30cm 的竹板上，并将其放入坑洞中。

仪式本身也充满了祭奠感：挖坑、放入花朵、放入刻有墓志铭的竹板。墓志铭上写了什么？举几个简单的例子来看看。

这里埋葬着十五岁的无名男孩，他用砖砌了长城。他为长城而生而他不知道砖用土烧透砖是没有灵性。他不懂砌长城的██但他仍要流血去烧砖然后去砌长城，所以长城立在",s d,山巅,,死的|山的|杀的|神的|似的|水的|是的|树的|石的|生的
da-v2-condition-5a9d5f793125434a37b2868f,da-v2-anchor-62ef0dd9ab1b5e7d610164f9,Re_spectators,da-work-1312042098,initial_multi3,"完。如果仅仅是安魂，基金会大抵没必要动用轨道炮来解决问题。更重要的是，用这一章节的主角张天望的一句话说，

这是对抗。

基金会在对抗那些死去的人们。但为什么它们需要对抗？为什么它们会阻止SCP-2000被开动、世界被重启？这里面有什么问题吗？
到这里，整场仪式只进行了三分之一。

— 第二章节：黄花 —
基金会我全能的主，我求你告诉我，我是不是一个好孩子？

相比第一章节，第二章节要短得多。让我们先从仪式部分看起。

章节执行人与不多于5名人员组成小组，操纵“掘墓者”在任意地表位置挖掘一约 1.2m × 0.6m × 0.5m 的坑洞，并用新鲜的匍枝毛茛花朵将其填满。

“掘墓者”将花费约5min的时间，随机推演[地西泮协议已编辑]，并生成一约一百字的类墓志铭文本。负责人员使用电烙笔将其记录在一 15cm × 30cm 的竹板上，并将其放入坑洞中。

仪式本身也充满了祭奠感：挖坑、放入花朵、放入刻有墓志铭的竹板。墓志铭上写了什么？举几个简单的例子来看看。

这里埋葬着十五岁的无名男孩，他用砖砌了长城。他为长城而生而他不知道砖用土烧透砖是没有灵性。他不懂砌长城的██但他仍要流血去烧砖然后去砌长城，所以长城立在",s d e t,山巅而他,,死的额头|死的儿童|山的儿童|山的额头|死的二条|山的二条|死的二胎|山地而土|山顶而土|神道而土
da-v2-condition-61b4f448bff57969ef07b7af,da-v2-anchor-6325625b68a924f6d5d44b4e,Re_spectators,da-work-1310969119,full_multi3,"hocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间的活动模式接近其在白天而非夜晚的活动模式。
SCP-CN-2255中的白鱀豚群体尤其活跃2。一只在左侧腹鳍上有暗色胎记的幼年雌性白鱀豚个体在此区域内被重复观测到，被观测时通常正与其它个体一同嬉戏或觅食，偶尔会跃出水面。
当离开SCP-CN-2255范围或SCP-CN-2255的异常效应中止时，在异常效应显现后出现于SCP-CN-2255内部的生物将直接消失，或变为水草、普通水生生物或水中垃圾等。同时，在SCP-CN-2255异常效应中止后，其范围内的水质将回归至与同一河段相同的水平。
更新于2004/9/19：SCP-CN-2255于2004年7月12日晚间于长江南京段最后一次被观测到。康德成像仪监测结果显示SCP-CN-2255的半径逐渐缩小，最终消失于此地的滩涂上。
次日，一只搁浅的成年雌性白鱀豚3尸体于SCP-CN-2255最后出现位置的圆心处被发现，其左侧腹鳍上有暗色胎记。被发现时尸体拥有较周围环境略低的休谟指数（99.12），但在被发现的数分钟后迅速回归正常水平。该白鱀",tun shi ti wei,豚尸体未,,豚尸体为|吞噬体为|豚尸体位|吞噬体位|豚尸体微|吞噬体微|豚尸体围|吞噬体围|吞噬体味|豚尸体味
da-v2-condition-932e9b05a934d8919a939f04,da-v2-anchor-6325625b68a924f6d5d44b4e,Re_spectators,da-work-1310969119,initial_multi3,"hocaena asiaeorientalis）等珍稀物种，其种群规模接近20世纪70年代中晚期水平。这些水生动物在异常效应显现期间的活动模式接近其在白天而非夜晚的活动模式。
SCP-CN-2255中的白鱀豚群体尤其活跃2。一只在左侧腹鳍上有暗色胎记的幼年雌性白鱀豚个体在此区域内被重复观测到，被观测时通常正与其它个体一同嬉戏或觅食，偶尔会跃出水面。
当离开SCP-CN-2255范围或SCP-CN-2255的异常效应中止时，在异常效应显现后出现于SCP-CN-2255内部的生物将直接消失，或变为水草、普通水生生物或水中垃圾等。同时，在SCP-CN-2255异常效应中止后，其范围内的水质将回归至与同一河段相同的水平。
更新于2004/9/19：SCP-CN-2255于2004年7月12日晚间于长江南京段最后一次被观测到。康德成像仪监测结果显示SCP-CN-2255的半径逐渐缩小，最终消失于此地的滩涂上。
次日，一只搁浅的成年雌性白鱀豚3尸体于SCP-CN-2255最后出现位置的圆心处被发现，其左侧腹鳍上有暗色胎记。被发现时尸体拥有较周围环境略低的休谟指数（99.12），但在被发现的数分钟后迅速回归正常水平。该白鱀",t s t w,豚尸体未,,豚身体为|头身体为|条身体为|特殊条纹|吞噬体为|吞噬条纹|吞食条纹|特殊体位|特殊体温|豚身体微
da-v2-condition-d53549666ca5c4974b94450f,da-v2-anchor-63623bce44c04700f899cc46,Re_spectators,da-work-1312342920,initial_multi3,"能是鸽子惹的祸（

所以这篇文章的谜语感和诡异感都是有意而为之吗）

是的，我自己其实也没有设计过这个点子背后的逻辑。这在我看来是“神性实体”吸引人的地方。神明是超然物外的，神明的意志不可为凡人所解读，凡人所能见到的只有神明的大能，然后试着用自己的小脑瓜去猜这究竟是啥意思。我就是在尝试着将这种感觉写出来，同时让这个“大能”看起来忒带感。

这么看的话，这篇还是挺成功的（

SCP-CN-487：沙漠之子

这篇能算暖心小短文吗（2

算吗，它最后无效化了欸（
这篇写作的时间也蛮早的，好像也没有写特别久，我其实已经不大记得我当时的想法是啥了。现在来看这个设计还挺老套的。

但说实话，这个点子还意外地挺戳我的，你怎么想到要写这样一个点子的？

回答不上来，这个真的可能是目前唯一一篇我完全想不起来灵感来源是啥的文了……

是这样吗（笑
感觉很有以前那种看人类科学家与动物什么的交流时候的暖心感呢（不是

可能就是想要写一个惨惨的人吧（

怎么想到用无人车去和487互动来展开文章的？这个写法感觉上就非常地……呃……动物世界（

其实就是一个很正常的逻辑推导：因为设计了沙尘暴围绕这么一个画面，加上是个人形异常，那么基金会",k d b h q j w d,肯定不会轻举妄动,,咯对吧嘿且且我对|咯对吧嘿且且我倒|咯对吧嘿且且我滴|咯对吧嘿且且我赌|咯对吧嘿且且无敌|咯对吧嘿且且我的|咯对吧哼亲姐我对|咯对吧嘿且且无的|咯对吧哈前几我倒|咯对吧哈前几我对
da-v2-condition-4cd08f1de57a2472f68bef86,da-v2-anchor-636b9c332ab6d6af4d84e1e4,Re_spectators,da-work-1310969119,initial_multi3,"康德成像仪记录下的一次SCP-CN-2255显现事件，受影响范围直径约220m。可见休谟指数自SCP-CN-2255边缘至中心的逐渐降低。

项目编号：SCP-CN-2255
项目等级：Euclid Neutralized
特殊收容措施（已归档）：目前正使用搭载于气象卫星上的康德成像仪跟踪SCP-CN-2255的移动情况。由于SCP-CN-2255",d b z m q,的本质目前,,代表着目前|的帮助目前|代表着密切|的帮助密切|的标准目前|代表殖民区|的爆炸目前|代表着母亲|顶部照明器|代表着明确
da-v2-condition-35e042b3236c35f1e4d9844f,da-v2-anchor-6397fa4772a1db0363bec7f0,Re_spectators,da-work-1312342920,initial_short,"说是我从一开始到现在都非常喜欢的一篇文档，它所描绘的“倒数站的异常”就是那种吸引到我的纯粹的“诡谲怪东西”。我想当年“断手”这个点子其实某种程度上是我在试图复刻这种感觉吧。

这一点有点像是一个很普遍的想法，也就是“异常应该不讲道理”。所以这篇其实大抵也是这个思路？

是的。或许应该说“异常讲它自己的道理”，基金会就是在试图理解它的那个道理是什么，有时能理解，有时不能理解就只能跟着它走。我还挺喜欢这种方向的创作的。

SCP-CN-1024：再无流传

第二篇作品就参加了CN1000竞赛呢。当时是怎么决定要参加的？

就是凑热闹嘛，还能是什么原因嘛（

所以说也是看到就参加了，确实够大胆的（笑
换做是我的话应该还是会选择默默吃瓜（

反正一开始就没想着拿什么名次，试试就试试，又不会逝世（

你当初是怎么理解“流传”这个题目的？不得不说在我看来这篇扣题扣得还是挺不错的。

其实就是很字面的理解，故事的流传。我还挺看重扣题的，所以可以的话，命题竞赛我都会尽可能地从题目的字面义上去思考，所以最后就这么想出来了一个有关流传的家族轶事的点子。

家族的传承是一个很有意思的想法。而且这里提到的一个对抗异常的家族也是一个很",y y s,有意思,,有也是|么也是|硬也是|有用是|么有失|硬硬是|友谊是|友谊赛|么么是|有一丝
da-v2-condition-516c89c5e27ced5e217025c8,da-v2-anchor-6397fa4772a1db0363bec7f0,Re_spectators,da-work-1312342920,initial_multi3,"说是我从一开始到现在都非常喜欢的一篇文档，它所描绘的“倒数站的异常”就是那种吸引到我的纯粹的“诡谲怪东西”。我想当年“断手”这个点子其实某种程度上是我在试图复刻这种感觉吧。

这一点有点像是一个很普遍的想法，也就是“异常应该不讲道理”。所以这篇其实大抵也是这个思路？

是的。或许应该说“异常讲它自己的道理”，基金会就是在试图理解它的那个道理是什么，有时能理解，有时不能理解就只能跟着它走。我还挺喜欢这种方向的创作的。

SCP-CN-1024：再无流传

第二篇作品就参加了CN1000竞赛呢。当时是怎么决定要参加的？

就是凑热闹嘛，还能是什么原因嘛（

所以说也是看到就参加了，确实够大胆的（笑
换做是我的话应该还是会选择默默吃瓜（

反正一开始就没想着拿什么名次，试试就试试，又不会逝世（

你当初是怎么理解“流传”这个题目的？不得不说在我看来这篇扣题扣得还是挺不错的。

其实就是很字面的理解，故事的流传。我还挺看重扣题的，所以可以的话，命题竞赛我都会尽可能地从题目的字面义上去思考，所以最后就这么想出来了一个有关流传的家族轶事的点子。

家族的传承是一个很有意思的想法。而且这里提到的一个对抗异常的家族也是一个很",y y s d d z,有意思的点子,,么有水滴答主|有也是的但这|么有水滴的主|么有水滴的传|有也是的倒着|硬也是的但这|么有水滴的争|么有水滴的综|么有水滴的作|么有失的但这
da-v2-condition-e2de6d38d91a3bc2c4754995,da-v2-anchor-63fd2c71505caa7437304d41,Re_spectators,da-work-1312042098,full_short,"█已被抑制后，即可宣布当前迭代结束并启动SCP-2000，开始重建迭代。

啊哦，第三个化学品的名字出现了——琥珀胆碱。这是一种剧毒品，可以使骨骼肌松弛、使人动弹不得。这个名字被赋予了一套武器系统，毫无疑问这套系统是用于武力压制SCP-████的。
当一切问题都被解决之后，SCP-2000就被开动。毫无疑问，这套协议是为需要启动SCP-2000的末日场景准备的。这里还暗示了一点——每次启动SCP-2000之前，SCP-████都会出现。毫无疑问，需要启动SCP-2000的情景各不相同，但为什么SCP-████在各种不同的情景下都有可能出现呢？——毫无疑问，它和灾难本身的形式无关，但与灾难这件事本身有关。
那么，当机械降神被开动之后，又要做什么呢？

在基金会黄石委员会恢复职能后，各地区分部视情况召回或重建地西泮委员会。由于本阶段期间相关人员对SCP-████异常性质的了解是必需的，允许权限持有者停用麦司卡林模块并访问SCP-████完整文档。各仪式执行人需尽快熟悉仪式的相关内容，并开始指挥进行仪式第一章节的准备工作，具体的工作内容由各地区分部依照仪式制定与监督。

BZHR控制单元将生产一批特定替代人类，对其",zhi ru,植入,,直入|之如|直如|制如|置入|只如|职如|置如|知如|秩如
da-v2-condition-96a66f1e9db992aceaafb1c4,da-v2-anchor-63fd2c71505caa7437304d41,Re_spectators,da-work-1312042098,initial_short,"█已被抑制后，即可宣布当前迭代结束并启动SCP-2000，开始重建迭代。

啊哦，第三个化学品的名字出现了——琥珀胆碱。这是一种剧毒品，可以使骨骼肌松弛、使人动弹不得。这个名字被赋予了一套武器系统，毫无疑问这套系统是用于武力压制SCP-████的。
当一切问题都被解决之后，SCP-2000就被开动。毫无疑问，这套协议是为需要启动SCP-2000的末日场景准备的。这里还暗示了一点——每次启动SCP-2000之前，SCP-████都会出现。毫无疑问，需要启动SCP-2000的情景各不相同，但为什么SCP-████在各种不同的情景下都有可能出现呢？——毫无疑问，它和灾难本身的形式无关，但与灾难这件事本身有关。
那么，当机械降神被开动之后，又要做什么呢？

在基金会黄石委员会恢复职能后，各地区分部视情况召回或重建地西泮委员会。由于本阶段期间相关人员对SCP-████异常性质的了解是必需的，允许权限持有者停用麦司卡林模块并访问SCP-████完整文档。各仪式执行人需尽快熟悉仪式的相关内容，并开始指挥进行仪式第一章节的准备工作，具体的工作内容由各地区分部依照仪式制定与监督。

BZHR控制单元将生产一批特定替代人类，对其",z r,植入,,自然|主人|找人|自如|主任|做人|证人|终日|正如|之人
